album,released,name,text
"Ferro Battuto
      ",2001,Personalità empirica,"Il faut abandonner la personalitè pour retrouver votre ""je"" Changer dame cheval et chevalier Changer d'habit baton et penseé (retiens la nuit pour nous deux jusqu'à la fin du monde) Quando non coincide più l'immagine che hai di te Con quello che realmente sei E cominci a detestare i processi meccanici e i tuoi comportamenti E poi le pene che sorpassano la gioia di vivere Coi dispiaceri che ci porta l’esistente Ti viene voglia di cercare spazi sconosciuti Per allenare la tua mente a nuovi stati di coscienza Quand l'image que tu as de toi ne coincide plus avec ce que tu es réellement Quand tu commences à hair les automatismes de ta facon d'agir Et quand les chagrins prennent le pas sur la joie de vivre Avec les peines que nous apportent l'existence Et t vas chercher des espaces inconnus Pour une nouvelle conscience"
"L'Imboscata
      ",1996,Di passaggio,"Tauto teni zon kai Teteenekos kai egregoros Kai kateeeudon kai neon kai Geeeraion tade gar Metapesonta ekeina esti Kakeina palin tauta Passano gli anni I treni, i topi per le fogne I pezzi in radio Le illusioni, le cicogne Passa la gioventù Non te ne fare un vanto: Lo sai che tutto cambia Nulla si può fermare Cambiano i regni Le stagioni, i presidenti, le religioni Gli urlettini dei cantanti... E intanto passa ignaro Il vero senso della vita Si cambia amore, idea, umore Per noi che siamo solo di passaggio L'Informazione, il Coito, la Locomozione Diametrali Delimitazioni Settecentoventi Case Soffia la Verità Nel Libro della Formazione Passano gli alimenti Le voglie, i santi, i malcontenti Non ci si può bagnare Due volte nello stesso fiume Né prevedere i cambiamenti di costume E intanto passa ignaro Il vero senso della vita Ci cambiano capelli, denti e seni A noi che siamo solo di passaggio Eipaz Kleombrotoz _pas hélie chàire Kleombrotos WmbraÉiwthz hlat aj ufhlou Hombrakiotes hèlat ' af ' hupselù Teiceoz eiz Aden, teicheos eis Aìden Axion ouden idwn Janatou axion udèn idòn thanàtu ÉaÉon, alla Platwnoz kakòn allà Plàtonos (hen to peri psuches gramm 'analexamenos)"
"Fleurs
      ",1999,La canzone dei vecchi amanti,"Certo ci fu qualche tempesta Anni d'amore alla follia Mille volte tu dicesti basta Mille volte io me ne andai via Ed ogni mobile ricorda In questa stanza senza culla I lampi dei vecchi contrasti Non c'era più una cosa giusta Avevi perso il tuo calore Ed io la febbre di conquista Mio amore mio dolce mio meraviglioso amore Dall'alba chiara finché il giorno muore Ti amo ancora sai ti amo So tutto delle tue magie E tu della mia intimità Sapevo delle tue bugie Tu delle mie tristi viltà So che hai avuto degli amanti Bisogna pur passare il tempo Bisogna pur che il corpo esulti Ma c'é voluto del talento Per riuscire ad invecchiare senza diventare adulti Mio amore mio dolce mio meraviglioso amore Dall'alba chiara finché il giorno muore Ti amo ancora sai ti amo Il tempo passa e ci scoraggia Tormenti sulla nostra via Ma dimmi c'é peggior insidia Che amarsi con monotonia Adesso piangi molto dopo Io mi dispero con ritardo Non abbiamo più misteri Si lascia meno fare al caso Scendiamo a patti con la terra Però é la stessa dolce guerra Mon amour Mon doux, mon tendre, mon merveilleux amour De l'aube claire jusqu'à la fin du jour Je t'aime encore, tu sais, je t'ame"
"Fisiognomica
      ",1988,Zai saman,"Zai zai zai saman Ialla nuzur al ahel Schufi addii Keber el weld Schufi el nas mahneia 'a zara' E di domenica tutto si fa quieto Usciamo insieme come una volta A fare visita ai parenti ""guarda com'è diventato grande!"" Ho visto gente curva sopra I campi Mietere il grano Famiglie intere unirsi I giorni di vendemmia Per la raccolta delle olive Zai zai zai saman... E una domenica ti incontrai per caso E mi scoppiò un indescrivibile Piacere di conoscerti Guarda cos'è il Destino! Vuoto di senso crolla l'Occidente Soffocherà per ingordigia E assurda sete di potere E dall'Oriente orde di fanatici"
"Come Un Cammello In Una Grondaia
      ",1991,Come un cammello in una grondaia,"Vivo come un cammello in una grondaia In questa illustre e onorata società! E ancora, sto aspettando, un'ottima occasione Per acquistare un paio d'ali, e abbandonare il pianeta E cosa devono vedere ancora gli occhi e sopportare? I demoni feroci della guerra, che fingono di pregare! Eppure, lo so bene che dietro a ogni violenza esiste Il male... se fossi un po' più furbo, non mi lascerei tentare Come piombo pesa il cielo questa notte Quante pene e inutili dolori"
"Gilgamesh
      ",1992,Pater Noster,"[Baritono & Mezzosoprano] Pater Noster qui es in cælis: sanctificetur nomen tuum. Pater Noster qui es in cælis: sanctificetur nomen tuum. [Mezzosoprano e Baritono] adveniat regnum tuum; fiat voluntas tua, sicut in cælo, et in terra. [Coro & Mezzosoprano] Panem nostrum cotidianum da nobis hodie; et dimítte nobis debita nostra, sicut et nos dimittimus debitoribus nostris; et ne nos inducas in tentationem, [Baritono] sed libera nos a malo. [Coro] Amen."
"Gilgamesh
      ",1992,Danza a Corte 2,[Strumentale]
"Giubbe Rosse
      ",1989,Mesopotamia,"Lo sai che più si invecchia Più affiorano ricordi lontanissimi Come se fosse ieri Mi vedo a volte in braccio a mia madre E sento ancora i teneri commenti di mio padre I pranzi, le domeniche dai nonni Le voglie e le esplosioni irrazionali I primi passi, gioie e dispiaceri La prima goccia bianca che spavento E che piacere strano E un innamoramento senza senso Per legge naturale a quell'età I primi accordi su di un organo da chiesa in sacrestia Ed un dogmatico rispetto Verso le istituzioni Che cosa resterà di me? Del transito terrestre? Di tutte le impressioni che ho avuto in questa vita? Mi piacciono le scelte radicali La morte consapevole che si autoimpose Socrate E la scomparsa misteriosa e unica di Majorana La vita cinica ed interessante di Landolfi Opposto ma vicino a un monaco birmano O la misantropia celeste in Benedetti Michelangeli Anch'io a guardarmi bene vivo da millenni E vengo dritto dalla civiltà più alta dei Sumeri Dall'arte cuneiforme degli Scribi E dormo spesso dentro un sacco a pelo Perché non voglio perdere i contatti con la terra La valle tra i due fiumi della Mesopotamia Che vide alle sue rive Isacco di Ninive Che cosa resterà di noi? Del transito terrestre? Di tutte le impressioni che abbiamo in questa vita?"
"Giubbe Rosse
      ",1989,Gli uccelli,Volano gli uccelli volano Nello spazio tra le nuvole Con le regole assegnate A questa parte di universo Al nostro sistema solare Aprono le ali Scendono in picchiata atterrano meglio di aeroplani Cambiano le prospettive al mondo Voli imprevedibili ed ascese velocissime Traiettorie impercettibili Codici di geometria esistenziale Migrano gli uccelli emigrano Con il cambio di stagione Giochi di aperture alari Che nascondono segreti Di questo sistema solare Aprono le ali ecc Volano gli uccelli volano Nello spazio tra le nuvole Con le regole assegnate A questa parte di universo Al nostro sistema solare
"Genesi
      ",1987,L'aria si separò dal fuoco,"[Tenore] L'aria si separò dal fuoco Mille terre, mille soli"
"Ábrete sésamo
      ",2013,Un irresistible reclamo,"Era magnífico aquel tiempo, / qué hermoso era Cuando estábamos unidos / perfectamente Al lugar y las personas / que habíamos elegido Antes de nacer Tu corazón es como una piedra cubierta de musgo Nada la corrompe Y tu cuerpo es columna de fuego que siempre arde Y hace que arda Y mis brazos se han rendido fácilmente Y tus huesos no sienten el dolor Los minerales de los que estamos compuestos / vuelven Retornan al agua Sonido de campanas, / lejano, irresistible El reclamo / que invita a la plegaria de la tarde Gentil es el espejo Miro y veo que mi alma tiene un rostro Te saludo, divinidad de mi tierra El reclamo me invita Y mis brazos... de la tarde + Sonido de... de la tarde"
"Fleurs 3
      ",2002,Insieme a te non ci sto più,Insieme a te non ci sto più Guardo le nuvole lassù Cercavo in te la tenerezza che non ho La comprensione che non so Trovare in questo mondo stupido Quella persona non sei più Quella persona non sei tu Finisce qua chi se ne va che male fa Io trascino negli occhi Dei torrenti d'acqua chiara Dove io berrò... Io cerco boschi per me E vallate col sole più caldo di te Insieme a te non ci sto più Guardo le nuvole lassù E quando andrò devi sorridermi se puoi Non sarà facile ma sai si muore un po' per poter vivere Arrivederci amore ciao Le nubi sono già più in là Finisce qua chi se ne va che male fa
"Anthology - Le nostre anime (CD 3)
      ",2015,Se telefonando,[Strofa 1] Lo stupore della notte Spalancata Sul mar Ci sorprese che eravamo sconosciuti Io e te Poi nel buio le tue mani D'improvviso Sulle mie è cresciuto troppo in fretta Questo nostro amor [Ritornello] Se telefonando Io potessi dirti addio Ti chiamerei Se io rivedendoti Fossi certo che non soffri Ti rivedrei Se guardandoti negli occhi Sapessi dirti basta Ti guarderei Ma non so spiegarti Che il nostro amore appena nato è già finito Se telefonando Io potessi dirti addio Ti chiamerei Se guardandoti negli occhi Sapessi dirti basta Ti guarderei Ma non so spiegarti Che il nostro amore Appena nato è già finito
"Giubbe Rosse
      ",1989,Aria di rivoluzione,Quell'autista in Abissinia Guidava il camion Fino a tardi E a notte fonda Si riunivano A quel tempo in Europa C'era un'altra guerra E per canzoni Solo sirene d'allame Passa il tempo Sembra che non cambi niente Questa mia generazione Vuole nuovi valori E ho già sentito Aria di rivoluzione Ho già sentito Chi andrà alla fucilazione
"Joe Patti's Experimental Group
      ",2014,Proprietà proibita,[Instrumental]
"Genesi
      ",1987,Śrī bhagavān,"[Voce] Śrī bhagavān uvāca Imaṁ vivasvate yogaṁ proktavan Bhūmi, āpa, anala, vāyus Terra, acqua, fuoco, aria [Coro] L’aria si separò dal fuoco Mille terre mille soli"
"Giubbe Rosse
      ",1989,Alexander Platz,"E di colpo venne il mese di Febbraio Faceva freddo in quella casa Mi ripetevi: sai che d'Inverno si vive bene come di Primavera! Sì sì proprio così La bidella ritornava dalla scuola un po' più presto per aiutarmi ""ti vedo stanca hai le borse sotto gli occhi Come ti trovi a Berlino Est?"" Alexander Platz aufwiederseen C'era la neve Faccio quattro passi a piedi Fino alla frontiera: ""vengo con te"" E la sera rincasavo sempre tardi Solo i miei passi lungo i viali E mi piaceva Spolverare fare i letti Poi restarmene in disparte come vera principessa Prigioniera del suo film Che aspetta all'angolo come Marlene Hai le borse sotto gli occhi Come ti trovi a Berlino Est? Alexander Platz aufwiederseen C'era la neve Ci vediamo questa sera fuori dal teatro ""ti piace Schubert?"""
"L'Imboscata
      ",1996,Strani giorni,"In nineteen fortyfive I came to this planet Ascoltavo ieri sera un cantante uno dei tanti E avevo gli occhi gonfi di stupore I've seen many things in this part of the world Nel sentire: ""il cielo azzurro appare limpido e regale"" Let me tell you something (il cielo a volte, invece, ha qualche cosa d'infernale) Strani giorni viviamo strani giorni Cantava: Life can be short or long Sento un rumore di swing provenire dal Neolitico It depends Dall'Olocene Where you go at night Sento il suono di un violino Alone and walking alone through the grey Sunday streets E mi circondano l'alba Looking for someone E il mattino The place was clean well lit Chissà com'erano allora I went in and I said (I suppose I said) Il Rio delle Amazzoni Whisky please Ed Alessandria la grande The place was clean well lit E le preghiere e l'amore? Two men in a corner were waiting Chissà com'era il colore? I saw it from their hands You look at the hands Not at the face If you want to stay out of trouble Mi lambivano suoni che coprirono rabbie e vendette Di uomini con clave Ma anche battaglie e massacri di uomini civili Looking for someone L'Uomo Neozoico Where you go at night Dell'Era Quaternaria Strani giorni viviamo strani giorni Strange days I lived through strange days Nella voce di un cantante Si rispecchia il sole Ogni amata ogni amante Strani giorni viviamo strani giorni I've fallen into reverie I dreamed a vague outline The whisky flowed Sending me into the past Action roll the cameras Here comes a lighting tour of my life The two in the corner didn't say a word"
"Caffè De La Paix
      ",1993,Atlantide,"E gli dei tirarono a sorte Si divisero il mondo: Zeus la Terra Ade gli Inferi Poseidon il continente sommerso Apparve Atlantide Immenso, isole e montagne Canali simili ad orbite celesti Il suo re Atlante Conosceva la dottrina della sfera Gli astri la geometria La cabala e l'alchimia In alto il tempio Sei cavalli alati Le statue d'oro, d'avorio e oricalco Per generazioni la legge dimorò Nei principi divini I re mai ebbri delle immense ricchezze E il carattere umano s'insinuò E non sopportarono la felicità Neppure le felicità Neppure la felicità In un giorno e una notte La distruzione avvenne Tornò nell'acqua Sparì Atlantide"
